sample_index,timestamp_ms,ax_raw,ay_raw,az_raw
113962,1139633,972,16334,-4604
113963,1139643,1006,16320,-4528
113964,1139653,1014,16242,-4442
113965,1139663,994,16284,-4508
113966,1139673,1014,16322,-4532
113967,1139683,996,16350,-4512
113968,1139693,1020,16324,-4512
113969,1139703,970,16338,-4422
113970,1139713,990,16304,-4548
113971,1139723,1084,16322,-4492
113972,1139733,986,16324,-4426
113973,1139743,1022,16364,-4598
113974,1139753,962,16324,-4418
113975,1139763,1016,16296,-4438
113976,1139773,964,16284,-4518
113977,1139783,996,16352,-4606
113978,1139793,900,16350,-4482
113979,1139803,1012,16394,-4646
113980,1139813,1008,16328,-4486
113981,1139823,1008,16380,-4594
113982,1139833,992,16328,-4560
113983,1139843,958,16332,-4492
113984,1139853,1012,16352,-4620
113985,1139863,980,16320,-4452
113986,1139873,980,16338,-4498
113987,1139883,1056,16306,-4482
113988,1139893,998,16340,-4612
113989,1139903,990,16318,-4338
113990,1139913,1022,16332,-4456
113991,1139923,1026,16342,-4510
113992,1139933,986,16312,-4526
113993,1139943,946,16334,-4402
113994,1139953,988,16342,-4536
113995,1139963,956,16318,-4566
113996,1139973,1026,16280,-4538
113997,1139983,998,16380,-4444
113998,1139993,946,16394,-4540
113999,1140003,1020,16304,-4482
114000,1140013,948,16312,-4466
114001,1140023,998,16338,-4674
114002,1140033,1012,16366,-4590
114003,1140043,952,16320,-4468
114004,1140053,956,16314,-4502
114005,1140063,888,16340,-4560
114006,1140073,960,16344,-4514
114007,1140083,966,16312,-4464
114008,1140093,970,16302,-4508
114009,1140103,970,16306,-4526
114010,1140113,972,16296,-4502
114011,1140123,1024,16312,-4528
114012,1140133,988,16338,-4474
114013,1140143,964,16290,-4536
114014,1140153,1008,16354,-4572
114015,1140163,974,16388,-4428
114016,1140173,978,16304,-4510
114017,1140183,960,16304,-4534
114018,1140193,954,16232,-4380
114019,1140203,970,16264,-4416
114020,1140213,964,16350,-4528
114021,1140223,952,16368,-4616
114022,1140233,996,16348,-4506
114023,1140243,926,16334,-4570
114024,1140253,1008,16290,-4584
114025,1140263,1018,16264,-4540
114026,1140273,1018,16300,-4414
114027,1140283,978,16276,-4510
114028,1140293,956,16340,-4468
114029,1140303,994,16360,-4590
114030,1140313,852,16340,-4584
114031,1140323,956,16326,-4508
114032,1140333,954,16390,-4512
114033,1140343,936,16242,-4520
114034,1140353,982,16264,-4358
114035,1140363,1000,16228,-4444
114036,1140373,1000,16372,-4554
114037,1140383,976,16312,-4566
114038,1140393,972,16302,-4532
114039,1140403,1028,16378,-4566
114040,1140413,992,16350,-4512
114041,1140423,978,16364,-4646
114042,1140433,942,16330,-4448
114043,1140443,1006,16280,-4462
